우시장정육식당,대전광역시,sor*********,두번째 방문인데도 존맛 입에서 사르르 녹아요정말 다른소고기집에서 느낄수 없는 맛이예요 식사로 나오는 청국장도 진짜 맛있어요 여자친구랑 또 가려구요,5.0,positive
우시장정육식당,대전광역시,상큼녀,가게분위기도 너무좋고 직원분들도 너무 친절하시고 무엇보다 고기가 정말 입에서 살살 녹았어요 밑반찬들도 맛에 정성이담긴 맛이였습니다 편안한 분위기에서 맛있는식사 하고갑니다,5.0,positive
우시장정육식당,대전광역시,sor*********,사장님께서 직접 고기 설명 하나 하나 해주시고 육즙 하나 하나 너무 감사했습니다 너무 맛있어요 ㅡ,5.0,positive
우시장정육식당,대전광역시,이현옥,둘째가 조금만 질겨도안먹고 부채살만먹는데 정말 맛있게 잘먹었네요 넘 부드러워요,5.0,positive
우시장정육식당,대전광역시,이망고,친절하고 고기가 신선합니다 서비스로 사시미 한점씩 주시는데  넘적어요ㅜㅜ담엔 사시미 먹어볼예정ㅎ,4.0,positive
우시장정육식당,대전광역시,쫑꼬리,살살 녹네요 맛있게 먹고갑니다ㅎ  송촌동한우맛집 송촌동우시장,5.0,positive
우시장정육식당,대전광역시,똘빡,오래된 단골집 정말 맛있습니다,5.0,positive
우시장정육식당,대전광역시,숑이,항상 맛있게 먹고가요 천엽이랑 간도 싱싱해요,5.0,positive
복오리,양평군,one,동네사람에게 추천받고 갔는데 굿굿 새콤달콤 미나리 무침이 맛있고 오리주물럭과 잘 어울리더라고요 반찬들도 깔끔해요 기본으로 나오는 된장찌개도 맛있고 김치도 국산이라 좋아요,5.0,positive
복오리,양평군,갤러리 정,보리밥 정말 맛있어요  가격은 좀 비싸지만  ㅠ ㅠ,5.0,positive
이대팔쭈꾸미,강남구,az0****,저녁 식사 시간 지나서 갔는데도 사람이 다 차 있더라고요 그때 이 집 맛집이겠구나라고 생각했는데 정말 맛있었어요 1단계 매운 맛으로 시켰는데 적당하게 매웠어요 치즈 계란찜 짱 맛있었고 치즈날치알밥 볶음밥 강추해요 가격이 쪼금 비싼 것 빼고는 다 좋았어요ㅎㅎ,5.0,positive
이대팔쭈꾸미,강남구,kdh****,짱맛,5.0,positive
이대팔쭈꾸미,강남구,동물농장,존맛탱,5.0,positive
이대팔쭈꾸미,강남구,하이,여기 인생쭈꾸미맛입니다,5.0,positive
이대팔쭈꾸미,강남구,치묵,맛은 있는데 양이 적습니다,3.0,negative
이대팔쭈꾸미,강남구,안정미,맛있는데 비싸요,4.0,positive
이대팔쭈꾸미,강남구,배고파팡,맛은 괜찮았는데요 가격이 너무 비싸네요 1인분에 15000원이라니  ,4.0,positive
이대팔쭈꾸미,강남구,eunn,항상 맛있게 먹고 있어용 그런데 테라 6천원 놀랐어요,5.0,positive
아띠오아나폴리핏제리아,부천시,eodksh,20번 넘게 방문했는데 올때마다 항상 만족하는 곳화덕피지랑 스파게티는 여기가 짱이예요새로운데 가볼 필요도 없음송도점도 가봤는데 여기가 더 맛있어요,5.0,positive
아띠오아나폴리핏제리아,부천시,하늘바람별,피자 도우가 얇고 토핑도 맛났어요 ,5.0,positive
아띠오아나폴리핏제리아,부천시,로나,화덕피자인만큼 더 맛있어요 그런데 가격에 비해 양이 좀 적은 느낌이 있네요ㅠ ,3.5,positive
아띠오아나폴리핏제리아,부천시,유너니,로제파스타화덕피자 짱맛있어용,5.0,positive
아띠오아나폴리핏제리아,부천시,freesia,화덕피자라 맛나요도우가 쫀득쫀득 파스타는 크림치즈가 너무 찐해서 조금 느끼했어요,4.5,positive
아띠오아나폴리핏제리아,부천시,jiy*****,조아요,5.0,positive
아띠오아나폴리핏제리아,부천시,먹찌,배터질 것 같아요 너무 맛있어요,5.0,positive
아띠오아나폴리핏제리아,부천시,뚱,맛있어요 피자맛집,5.0,positive
아띠오아나폴리핏제리아,부천시,ET,몇년째 다니는 최애 단골 맛집입니다  가까운 곳에 이런 식당이 있다는 것 자체가 넘 감사하고 행복할 정도로 정말 맛있어요 ,5.0,positive
아띠오아나폴리핏제리아,부천시,뽄지몬지,피자가 맛있어요 파스타는 쏘쏘,4.0,positive
아띠오아나폴리핏제리아,부천시,dukeout,맛있어요,5.0,positive
아띠오아나폴리핏제리아,부천시,기메리미,피자 맛집이에요 도우 맛있어요 피자 맛집이라는데 홍합요리도 잘 먹었습니다,5.0,positive
아띠오아나폴리핏제리아,부천시,크크크,여기 피자가 진짜 맛있어용 별하나 뺀건 자몽에이드가 양이 일케 큰줄 몰랐는데 엄청큰데 맛이 ,4.0,positive
아띠오아나폴리핏제리아,부천시,꿈쟁이,피자가 정말 맛있어요 상대적으로 파스타가 아쉽긴 해요 대기가 길어서 포기하는 날들이 좀 됩니다 ㅎㅎㅎ,5.0,positive
아띠오아나폴리핏제리아,부천시,흑곰언니,항상 맛있게 먹고 있어요 저는 주로 포장해와서 먹는데 집에오면 식어있더라구요 ㅠ 집에 있는 오븐이나 전자레인지도 데워먹어도 꿀맛이에요 ㅁㅐ장에서 먹으면 나오는 식전빵은 포장할 때안줘요 ㅎㅎ,5.0,positive
아띠오아나폴리핏제리아,부천시,khh**,피자도 맛있고 크림파스타도 맛이 좋아요 ,5.0,positive
아띠오아나폴리핏제리아,부천시,헤지니,피자파스타 다 맛있었어요,5.0,positive
아띠오아나폴리핏제리아,부천시,김장군,스파게티 맛집,4.0,positive
아띠오아나폴리핏제리아,부천시,김뿌꾸,언제가도 맛있어용 위브에서 손꼽는 맛집이에요 카츄코비앙코 최고,5.0,positive
아띠오아나폴리핏제리아,부천시,슈지니,너무 맛있고 친절하셔요,4.0,positive
아띠오아나폴리핏제리아,부천시,롸,정통 나폴리 핏제리아여서 로제가 없어요 ㅋㅋ 완전 한국화된 느낌이 아니라 특색있고 좋네요 재료 본연의 맛을 살린 거라 사실 잘 어울리는 메뉴도 있고 약간 따로 논다고 생각하는 메뉴도 있었어요 대체로 기분 좋은 식사였습니다,4.0,positive
아띠오아나폴리핏제리아,부천시,꿈나라꿈,굿,3.0,negative
아띠오아나폴리핏제리아,부천시,suuuuuzzin,매우 맛있어요,5.0,positive
아띠오아나폴리핏제리아,부천시,per*******,대기시간이 길어서 힘들었지만  맛있었어요 ,4.0,positive
아띠오아나폴리핏제리아,부천시,Forrest,나폴린줄,5.0,positive
아띠오아나폴리핏제리아,부천시,QQdl,아주 맛있는 화덕피자가 먹고싶다면 ㄱㄱㄱ,4.0,positive
아띠오아나폴리핏제리아,부천시,김미선,핫플레이스라 사전에 예약하고 방문했습니다 소문대로 음식도 맛나고 분위기도 좋았어요,5.0,positive
아띠오아나폴리핏제리아,부천시,김미선,핫플레이스라 사전에 방문예약하고 갔어요 가게가 작고 아담하네요 샐러드 파스타 피자 요렇게 주문했는데 맛있었어요 담에 또 가려구요,5.0,positive
아띠오아나폴리핏제리아,부천시,정인경,좋아요 ,5.0,positive
아띠오아나폴리핏제리아,부천시,양진호,테이블은 8개  식사시간때가면 웨이팅이 있다 맛은 기본이상이다 2인테이블에앉으면 테이블이 흔들거려 조금 불안하다,4.0,positive
아띠오아나폴리핏제리아,부천시,브로콜리,카츄코비앙코 라는 메뉴는 꼭 드셔보세요 죨맛탱입니다 강추 ,5.0,positive
아띠오아나폴리핏제리아,부천시,김수현,맛은 보장 매번 웨이팅하는데 진짜 맛있어요,5.0,positive
아띠오아나폴리핏제리아,부천시,hea*****,진짜ㅜ맛있습니당 ㅜㅜ,5.0,positive
아띠오아나폴리핏제리아,부천시,영선,화덕 피자 맛집 마르게리따 맛있어요 파스타는 크림파스타가 맛나요 토마토소스가 좀 짜서 피자는 맛있어요,5.0,positive
아띠오아나폴리핏제리아,부천시,키요라,화덕이라 도우가 너무 맛있고 항상 대기해야 하는 곳 오픈시간 맞춰 가시길 추천합니다,4.0,positive
아띠오아나폴리핏제리아,부천시,cay****,맛있어요 점심 세트메뉴 있어서 더 저렴하게 먹었어요,5.0,positive
미진메밀마을,양평군,one,이 동네를 잘아는 지인 추천으로 다녀왔어요 물막국수 묵밥 두가지 다 맛있는데 묵밥에는 잘익은 김치가 들어가있어서 맛이 묵직하달까요 깔끔하고 시원한 맛을 원한다면 묵밥 보다는 물막국수 물막국수는 면의 양이 많이나와요 맛있는 집이에요,5.0,positive
미진메밀마을,양평군,딴별,가격도 적당하고 맛도 있어요 다만 비빔은 좀 매워요 묵밥은 맛있는데 메밀묵이 차가와서 탱글탱글한데 전 많이 먹으니 좀 물리더라구요 전병은 특이하게 무가 들어 있어요ㅎ 두줄은 무 한줄은 김치,4.0,positive
미진메밀마을,양평군,green,비빔냉면 만두 다 맛있어요,5.0,positive
미진메밀마을,양평군,로메인루꼴라,세가지 다 맛있었어요 물 비빔 수제비,4.5,positive
미진메밀마을,양평군,Lutia,맛이 깊고  다시  방문하고  싶어요,5.0,positive
미진메밀마을,양평군,짜루짜루,맛있어요,5.0,positive
미진메밀마을,양평군,크림공주,깔끔하고 맛잇어요 친절하시고,5.0,positive
미진메밀마을,양평군,오잉,물만 곱배기로 시켰는데 비빔도 곱배기로 주문 됐다는 ㅜㅜ 핫도그를 먹고 와서 다 먹진 못했지만 맛있게 먹었어요 개인적으로는 비빔보다는 물막국수가 더 나았어요,4.0,positive
미진메밀마을,양평군,지아빠,동네 맛집 비빔메밀국수가 아주 맛납니다 양도 많고요,5.0,positive
미진메밀마을,양평군,쑤쑤,진짜맛집인정비빔이맛나요,5.0,positive
미진메밀마을,양평군,츤데렐라,엄마빠 모시고 다녀왔는데요 메밀면도 좋았고 비빔양념도 매콤하니 맛있었고 무엇보다 전병이 김치속과 무채 두가지맛이라서 색다르고 좋았어요,4.0,positive
미진메밀마을,양평군,마천동인,무더운여름입맛이없을땐 비빔국수를 드셔보아여,5.0,positive
미진메밀마을,양평군,rkd*********,맛있어요,5.0,positive
올리뷰,강남구,cha*****,빵이 다양해서 뭘 골라야할지 고민되요 ㅎㅎ비프파이 먹었는데 짭조름하니 맛있어요밀크티는 많이 안 달아서 단거 안좋아하는 사람들은 좋아할 듯 하지만 단거 좋아하는 저는 시럽 넣어 먹었어요 ㅎ,4.0,positive
올리뷰,강남구,김소희,몽블랑 퍼지브라우니쿠키 아아 외관에 이끌려 들어가 포장했어요 크롸상 맛집인가 크롸상 안 샀는데 몽블랑 한입 먹고 왜 그리 사람이 많은지 알겠어요 쫄깃하고 바삭하고 혼자 다해요 러스트베이커리 또 가야할거같아요,5.0,positive
올리뷰,강남구,ㄲㄲ,빵도 맛있구 커피도 맛있네요,4.0,positive
올리뷰,강남구,끼루끼룩,그냥그럼,3.5,positive
올리뷰,강남구,송효정,커피랑 빵 다 너무 맛있어요,5.0,positive
올리뷰,강남구,나무,빵이맜있어요,5.0,positive
올리뷰,강남구,hyu*******,좀 늦게 7시반쯤 오니까 빵도 몇개 없어용ㅋ,3.5,positive
올리뷰,강남구,보라여왕,좋아요 ,5.0,positive
올리뷰,강남구,eun****,문래동에 맛있는 빵집,3.0,negative
올리뷰,강남구,피오베레,오전이라 직원들 열심히 일하시는데 그와중에 모두 친절하세요 음료 주문하기가 미안해해져요 빵도 맛있고 커피랑도 잘어울려요 인테리어도 특이하고 빈티즈해서 분위기가 편해보여요 아침을 안먹어서 마늘크로와상을 먹었어요 급하게 먹느라고 사진을 찍지 못했네요  아메리카노랑도 잘어울려서 맛있게 아침식사 했습니다  감사합니다,5.0,positive
올리뷰,강남구,jha*****,빵덕후들이 눈 돌아가가게 만드는 카페 커피맛도 굿,4.5,positive
올리뷰,강남구,재순,맛있어요,5.0,positive
올리뷰,강남구,amr**,좋아요,5.0,positive
